addr:street,building,name,name:kn,addr:housenumber,addr:city,addr:postcode,name:en,nodes,building:levels,building:material,alt_name,shop,amenity,government,office,roof:levels,addr:housename,addr:suburb,organic,payment:credit_cards,payment:debit_cards,website,addr:country,branch,brand,brand:wikidata,email,phone,note,addr:district,addr:full,addr:state,source,nohousenumber,religion,layer,brand:ks,brand:pa,brand:ur,brand:wikipedia,cuisine,name:ks,name:pa,name:ur,takeaway,tourism,fixme,opening_hours,landuse,check_date,operator,dog,internet_access,pets,roof:shape,short_name,healthcare,air_conditioning,not:brand:wikidata,payment:cash,payment:contactless,building:levels:underground,construction,height,ways,type,building_category,area_sqm,levels,estimated_floor_area_sqm,height_meters,has_address,longitude,latitude
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967098, 3534967094, 3534966942, 3534966947, 3534967098]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,62.54555478173662,,62.54555478173662,,False,77.63347449433675,12.92995682674815
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967439, 3534967442, 3534967436, 3534967431, 3534967439]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,35.3654873445419,,35.3654873445419,,False,77.6332691,12.930654250000002
nan,yes,nan,nan,nan,nan,nan,nan,"[3534964952, 3534964942, 3534964936, 3534964943, 3534964952]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,140.69403911340217,,140.69403911340217,,False,77.63509625,12.929365149999999
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967475, 3534967476, 3534967474, 3534967470, 3534967475]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,46.88679949891394,,46.88679949891394,,False,77.6333095351802,12.930927220398948
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967620, 3534967618, 3534967614, 3534967617, 3534967620]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,303.21027659208005,,303.21027659208005,,False,77.63220341535417,12.932257894874033
nan,yes,nan,nan,nan,nan,nan,nan,"[3534966908, 3534966888, 3534966875, 3534966894, 3534966908]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,50.36503963332929,,50.36503963332929,,False,77.6343658,12.92980835
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967144, 3534967126, 3534966984, 3534967113, 3534967144]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,53.57233671676528,,53.57233671676528,,False,77.63445225000002,12.930022700000002
nan,yes,nan,nan,nan,nan,nan,nan,"[3534964927, 3534964923, 3534964914, 3534964921, 3534964927]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,83.24613506895255,,83.24613506895255,,False,77.63518811766161,12.929142148374876
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967489, 3534967485, 3534967483, 3534967486, 3534967489]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,188.7360602247199,,188.7360602247199,,False,77.6329824,12.931284400000001
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967653, 3534967651, 3534967645, 3534967648, 3534967653]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,308.6791527808019,,308.6791527808019,,False,77.63121456617456,12.933222747753629
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967628, 3534967624, 3534967621, 3534967625, 3534967628]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,302.411835666089,,302.411835666089,,False,77.6319063,12.932532700000001
nan,yes,nan,nan,nan,nan,nan,nan,"[3534966902, 3534966885, 3534966868, 3534966883, 3534966902]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,42.65752626563471,,42.65752626563471,,False,77.6342575,12.92979675
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967616, 3534967615, 3534967611, 3534967613, 3534967616]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,249.27594987254503,,249.27594987254503,,False,77.63239094999997,12.932100700000001
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967173, 3534967162, 3534967129, 3534967149, 3534967173]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,77.22159080259493,,77.22159080259493,,False,77.63399,12.930096
nan,yes,nan,nan,nan,nan,nan,nan,"[3534966936, 3534966918, 3534966901, 3534966922, 3534966936]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,37.442239277570415,,37.442239277570415,,False,77.63439006343668,12.929867266458807
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967665, 3534967660, 3534967655, 3534967656, 3534967665]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,276.181832324484,,276.181832324484,,False,77.63101353423552,12.933446603249735
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967178, 3534967164, 3534967151, 3534967160, 3534967178]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,44.43698521937175,,44.43698521937175,,False,77.6342524,12.930118700000001
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967158, 3534967146, 3534967125, 3534967143, 3534967158]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,47.77342490256869,,47.77342490256869,,False,77.6343645,12.930067450000001
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967101, 3534966978, 3534966944, 3534966966, 3534967101]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,62.62374957677436,,62.62374957677436,,False,77.63417550000001,12.9299586
nan,yes,nan,nan,nan,nan,nan,nan,"[3534966863, 3534966846, 3534966817, 3534966829, 3534966863]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,150.78931937379195,,150.78931937379195,,False,77.63456409999999,12.92971405
nan,yes,nan,nan,nan,nan,nan,nan,"[3534966931, 3534966910, 3534966892, 3534966909, 3534966931]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,56.99855004940906,,56.99855004940906,,False,77.63403394594489,12.92984931679987
nan,retail,nan,nan,nan,nan,nan,nan,"[3534967859, 3534967862, 3534967853, 3534967848, 3534967859]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,commercial,122.22942918658767,,122.22942918658767,,False,77.63005509541298,12.934965619132452
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967118, 3534967150, 3534966976, 3534966939, 3534967118]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,166.91042525776487,,166.91042525776487,,False,77.63519751461719,12.929990055414018
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967650, 3534967646, 3534967640, 3534967644, 3534967650]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,295.6732866721178,,295.6732866721178,,False,77.63131986574714,12.93312014671533
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967363, 3534967347, 3534967317, 3534967334, 3534967363]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,90.27588181384105,,90.27588181384105,,False,77.63386363167344,12.93031625527612
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967156, 3534967142, 3534967122, 3534967138, 3534967156]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,84.27339993500537,,84.27339993500537,,False,77.63421339048712,12.930040256081945
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967626, 3534967623, 3534967619, 3534967622, 3534967626]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,251.91057336688215,,251.91057336688215,,False,77.63200975338582,12.932439833948644
nan,yes,nan,nan,nan,nan,nan,nan,"[3534966897, 3534966879, 3534966835, 3534966851, 3534966897]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,98.94535268323423,,98.94535268323423,,False,77.63399259999998,12.9297718
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967324, 3534967318, 3534967299, 3534967301, 3534967324]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,47.941910306282615,,47.941910306282615,,False,77.63357374154651,12.930239927460631
nan,yes,nan,nan,nan,nan,nan,nan,"[3534966930, 3534966915, 3534966898, 3534966913, 3534966930]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,35.79691913119285,,35.79691913119285,,False,77.63427438952382,12.929855682590432
nan,yes,nan,nan,nan,nan,nan,nan,"[3534966882, 3534966866, 3534966834, 3534966849, 3534966882]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,127.48362027979647,,127.48362027979647,,False,77.63448158291844,12.929759161019199
nan,yes,nan,nan,nan,nan,nan,nan,"[3534966907, 3534966877, 3534966812, 3534966838, 3534966907]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,274.2945035949976,,274.2945035949976,,False,77.63544064999999,12.929734750000001
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967658, 3534967654, 3534967649, 3534967652, 3534967658]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,315.40002425466133,,315.40002425466133,,False,77.63110755324108,12.93332498367298
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967418, 3534967405, 3534967388, 3534967400, 3534967418]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,71.71057272259844,,71.71057272259844,,False,77.63395715000001,12.9305036
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967189, 3534967177, 3534967159, 3534967171, 3534967189]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,46.31114208994926,,46.31114208994926,,False,77.63417241797495,12.930149147559723
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967130, 3534967117, 3534966983, 3534967110, 3534967130]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,79.62892366958171,,79.62892366958171,,False,77.63409619999999,12.930032600000002
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967440, 3534967443, 3534967435, 3534967430, 3534967440]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,57.199111564434155,,57.199111564434155,,False,77.63350563287281,12.930656083491721
nan,yes,nan,nan,nan,nan,nan,nan,"[3534968286, 3534968300, 3534968273, 3534968260, 3534968286]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,296.0497569665654,,296.0497569665654,,False,77.62929542686138,12.936968962374154
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967184, 3534967172, 3534967163, 3534967174, 3534967184]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,70.00086375166296,,70.00086375166296,,False,77.63391756766107,12.930172229825638
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967330, 3534967333, 3534967306, 3534967304, 3534967330]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,61.95964583941781,,61.95964583941781,,False,77.63349482569058,12.93025379222843
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967888, 3534967891, 3534967880, 3534967878, 3534967888]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,121.37262441807967,,121.37262441807967,,False,77.62991314010827,12.935297096510697
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967798, 3534967692, 3534967682, 3534967688, 3534967798]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,252.5292277974175,,252.5292277974175,,False,77.63052177059572,12.933911531982469
nan,yes,nan,nan,nan,nan,nan,nan,"[3534966990, 3534966927, 3534966893, 3534966945, 3534966990]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,201.8948325008219,,201.8948325008219,,False,77.63512270000001,12.92990005
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967326, 3534967308, 3534967176, 3534967293, 3534967326]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,99.88809738793043,,99.88809738793043,,False,77.6338211940963,12.930214931690811
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967343, 3534967342, 3534967325, 3534967327, 3534967343]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,52.25136721830669,,52.25136721830669,,False,77.6335872752617,12.930304876877472
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967297, 3534967181, 3534967166, 3534967180, 3534967297]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,84.18408163978107,,84.18408163978107,,False,77.63403029999999,12.930187249999998
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967390, 3534967335, 3534967329, 3534967384, 3534967390]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,177.37701046179168,,177.37701046179168,,False,77.63334465389202,12.93037277818141
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967451, 3534967455, 3534967444, 3534967441, 3534967451]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,71.20536807000988,,71.20536807000988,,False,77.63324734999999,12.930722949999998
nan,yes,nan,nan,nan,nan,nan,nan,"[3534967454, 3534967459, 3534967453, 3534967449, 3534967454]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,63.61467838263885,,63.61467838263885,,False,77.6334357987943,12.930768933210707
nan,yes,nan,nan,nan,nan,nan,nan,"[3534968373, 3534968385, 3534968363, 3534968352, 3534968373]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,378.51774604848623,,378.51774604848623,,False,77.62903315819682,12.937524981637107
